Title,Title_URL,Image,listeritemimage_URL,listeritemindex,Year,certificate,Time,genre,iplratingstar,iplratinginteractive__starcontainer__divcontains_class_iplratingstar,Score,Content,textmuted,textmuted_URL,textmuted1,textmuted_URL2,textmuted3,textmuted_URL4,textmuted5,textmuted_URL6,textmuted7,textmuted_URL8,textmuted9,textmuted_URL10,textmuted11,textmuted12,textmuted13,Text,directors,boxoffice
101 Dalmatians,https://www.imdb.com/title/tt0055254/?ref_=ttls_li_tt,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,https://www.imdb.com/title/tt0055254/?ref_=ttls_li_i,58.,(1961),U,79 min,"
Animation, Adventure, Comedy            ",7.3,Rate,"
83        
        Metascore
        ","
    When a litter of Dalmatian puppies are abducted by the minions of Cruella de Vil, the parents must find them before she uses them for a diabolical fashion statement.","
    Directors:
Clyde Geronimi, 
Hamilton Luske, 
Wolfgang Reitherman
                 | 
    Stars:
Rod Taylor, 
Betty Lou Gerson, 
J. Pat O'Malley, 
Martha Wentworth
    ",https://www.imdb.com/name/nm0314671/?ref_=ttls_li_dr_0,Clyde Geronimi,https://www.imdb.com/name/nm0527217/?ref_=ttls_li_dr_1,Hamilton Luske,https://www.imdb.com/name/nm0718627/?ref_=ttls_li_dr_2,Wolfgang Reitherman,https://www.imdb.com/name/nm0001792/?ref_=ttls_li_st_0,Rod Taylor,https://www.imdb.com/name/nm0314867/?ref_=ttls_li_st_1,Betty Lou Gerson,https://www.imdb.com/name/nm0641729/?ref_=ttls_li_st_2,J. Pat O'Malley,"151,513",$144.88M,"
                        1h 19min
                    ","
        Directors:
Clyde Geronimi, Hamilton Luske (as Hamilton S. Luske)            |
1 more credit »
    ","
Cumulative Worldwide Gross: $215,880,014        "
Prince of Persia: The Sands of Time,https://www.imdb.com/title/tt0473075/?ref_=ttls_li_tt,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,https://www.imdb.com/title/tt0473075/?ref_=ttls_li_i,59.,(2010),12A,116 min,"
Action, Adventure, Fantasy            ",6.6,Rate,"
50        
        Metascore
        ","
    A young fugitive prince and princess must stop a villain who unknowingly threatens to destroy the world with a special dagger that enables the magic sand inside to reverse time.","
    Director:
Mike Newell
                 | 
    Stars:
Jake Gyllenhaal, 
Gemma Arterton, 
Ben Kingsley, 
Alfred Molina
    ",https://www.imdb.com/name/nm0001565/?ref_=ttls_li_dr_0,Mike Newell,https://www.imdb.com/name/nm0350453/?ref_=ttls_li_st_0,Jake Gyllenhaal,https://www.imdb.com/name/nm2605345/?ref_=ttls_li_st_1,Gemma Arterton,https://www.imdb.com/name/nm0001426/?ref_=ttls_li_st_2,Ben Kingsley,https://www.imdb.com/name/nm0000547/?ref_=ttls_li_st_3,Alfred Molina,,,"270,365",$90.76M,"
                        1h 56min
                    ","
        Director:
Mike Newell    ","
Cumulative Worldwide Gross: $336,365,676        "
Homeward Bound: The Incredible Journey,https://www.imdb.com/title/tt0107131/?ref_=ttls_li_tt,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,https://www.imdb.com/title/tt0107131/?ref_=ttls_li_i,60.,(1993),U,84 min,"
Adventure, Comedy, Drama            ",6.9,Rate,,"
    A fun-loving American bulldog pup, a hilarious Himalayan cat, and a wise old golden retriever embark on a long trek through the rugged wilderness of the Sierra Nevada mountains in a quest to reach home and their beloved owners.","
    Director:
Duwayne Dunham
                 | 
    Stars:
Michael J. Fox, 
Sally Field, 
Don Alder, 
Ed Bernard
    ",https://www.imdb.com/name/nm0242271/?ref_=ttls_li_dr_0,Duwayne Dunham,https://www.imdb.com/name/nm0000150/?ref_=ttls_li_st_0,Michael J. Fox,https://www.imdb.com/name/nm0000398/?ref_=ttls_li_st_1,Sally Field,https://www.imdb.com/name/nm0017519/?ref_=ttls_li_st_2,Don Alder,https://www.imdb.com/name/nm0076204/?ref_=ttls_li_st_3,Ed Bernard,,,"41,745",$41.83M,"
                        1h 24min
                    ","
        Director:
Duwayne Dunham    ","
    Production Co:
 Touchwood Pacific Partners 1, Walt Disney Pictures      
        See more »
      
    "
Fantasia,https://www.imdb.com/title/tt0032455/?ref_=ttls_li_tt,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,https://www.imdb.com/title/tt0032455/?ref_=ttls_li_i,61.,(1940),U,125 min,"
Animation, Family, Fantasy            ",7.7,Rate,"
96        
        Metascore
        ","
    A collection of animated interpretations of great works of Western classical music.","
    Directors:
James Algar, 
Samuel Armstrong, 
Ford Beebe Jr., 
Norman Ferguson, 
David Hand, 
Jim Handley, 
T. Hee, 
Wilfred Jackson, 
Hamilton Luske, 
Bill Roberts, 
Paul Satterfield, 
Ben Sharpsteen
                 | 
    Stars:
Leopold Stokowski, 
Deems Taylor, 
The Philadelphia Orchestra, 
Corey Burton
    ",https://www.imdb.com/name/nm0019282/?ref_=ttls_li_dr_0,James Algar,https://www.imdb.com/name/nm0035899/?ref_=ttls_li_dr_1,Samuel Armstrong,https://www.imdb.com/name/nm1968474/?ref_=ttls_li_dr_2,Ford Beebe Jr.,https://www.imdb.com/name/nm0272568/?ref_=ttls_li_dr_3,Norman Ferguson,https://www.imdb.com/name/nm0359457/?ref_=ttls_li_dr_4,David Hand,https://www.imdb.com/name/nm0359610/?ref_=ttls_li_dr_5,Jim Handley,"87,952",$76.41M,"
                        2h 5min
                    ","
        Directors:
James Algar (uncredited), Samuel Armstrong (uncredited)            |
10 more credits »
    ","
Cumulative Worldwide Gross: $76,411,819        "
Bridge to Terabithia,https://www.imdb.com/title/tt0398808/?ref_=ttls_li_tt,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,https://www.imdb.com/title/tt0398808/?ref_=ttls_li_i,62.,(2007),PG,96 min,"
Drama, Family, Fantasy            ",7.1,Rate,"
74        
        Metascore
        ","
    A preteen's life turns upside down when he befriends the new girl in school and they imagine a whole new fantasy world to escape reality.","
    Director:
Gabor Csupo
                 | 
    Stars:
Josh Hutcherson, 
AnnaSophia Robb, 
Zooey Deschanel, 
Robert Patrick
    ",https://www.imdb.com/name/nm0190780/?ref_=ttls_li_dr_0,Gabor Csupo,https://www.imdb.com/name/nm1242688/?ref_=ttls_li_st_0,Josh Hutcherson,https://www.imdb.com/name/nm1455681/?ref_=ttls_li_st_1,AnnaSophia Robb,https://www.imdb.com/name/nm0221046/?ref_=ttls_li_st_2,Zooey Deschanel,https://www.imdb.com/name/nm0001598/?ref_=ttls_li_st_3,Robert Patrick,,,"142,209",$82.27M,"
                        1h 36min
                    ","
        Director:
Gabor Csupo    ","
Cumulative Worldwide Gross: $137,587,063        "
Bambi,https://www.imdb.com/title/tt0034492/?ref_=ttls_li_tt,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,https://www.imdb.com/title/tt0034492/?ref_=ttls_li_i,63.,(1942),U,70 min,"
Animation, Drama, Family            ",7.3,Rate,"
91        
        Metascore
        ","
    The story of a young deer growing up in the forest.","
    Directors:
James Algar, 
Samuel Armstrong, 
David Hand, 
Graham Heid, 
Bill Roberts, 
Paul Satterfield, 
Norman Wright, 
Arthur Davis, 
Clyde Geronimi
                 | 
    Stars:
Hardie Albright, 
Stan Alexander, 
Bobette Audrey, 
Peter Behn
    ",https://www.imdb.com/name/nm0019282/?ref_=ttls_li_dr_0,James Algar,https://www.imdb.com/name/nm0035899/?ref_=ttls_li_dr_1,Samuel Armstrong,https://www.imdb.com/name/nm0359457/?ref_=ttls_li_dr_2,David Hand,https://www.imdb.com/name/nm0373871/?ref_=ttls_li_dr_3,Graham Heid,https://www.imdb.com/name/nm0730860/?ref_=ttls_li_dr_4,Bill Roberts,https://www.imdb.com/name/nm0766402/?ref_=ttls_li_dr_5,Paul Satterfield,"130,247",$102.80M,"
                        1h 10min
                    ","
        Directors:
James Algar, Samuel Armstrong (as Sam Armstrong)            |
7 more credits »
    ","
    Production Co:
 Walt Disney Animation Studios, Walt Disney Productions      
        See more »
      
    "
Ratatouille,https://www.imdb.com/title/tt0382932/?ref_=ttls_li_tt,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,https://www.imdb.com/title/tt0382932/?ref_=ttls_li_i,64.,(2007),U,111 min,"
Animation, Adventure, Comedy            ",8,Rate,"
96        
        Metascore
        ","
    A rat who can cook makes an unusual alliance with a young kitchen worker at a famous restaurant.","
    Directors:
Brad Bird, 
Jan Pinkava
                 | 
    Stars:
Brad Garrett, 
Lou Romano, 
Patton Oswalt, 
Ian Holm
    ",https://www.imdb.com/name/nm0083348/?ref_=ttls_li_dr_0,Brad Bird,https://www.imdb.com/name/nm0684342/?ref_=ttls_li_dr_1,Jan Pinkava,https://www.imdb.com/name/nm0004951/?ref_=ttls_li_st_0,Brad Garrett,https://www.imdb.com/name/nm0738918/?ref_=ttls_li_st_1,Lou Romano,https://www.imdb.com/name/nm0652663/?ref_=ttls_li_st_2,Patton Oswalt,https://www.imdb.com/name/nm0000453/?ref_=ttls_li_st_3,Ian Holm,"634,662",$206.45M,"
                        1h 51min
                    ","
        Directors:
Brad Bird, Jan Pinkava (co-director)    ","
Cumulative Worldwide Gross: $623,726,085        "
Pirates of the Caribbean: At World's End,https://www.imdb.com/title/tt0449088/?ref_=ttls_li_tt,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,https://www.imdb.com/title/tt0449088/?ref_=ttls_li_i,65.,(2007),12A,169 min,"
Action, Adventure, Fantasy            ",7.1,Rate,"
50        
        Metascore
        ","
    Captain Barbossa, Will Turner and Elizabeth Swann must sail off the edge of the map, navigate treachery and betrayal, find Jack Sparrow, and make their final alliances for one last decisive battle.","
    Director:
Gore Verbinski
                 | 
    Stars:
Johnny Depp, 
Orlando Bloom, 
Keira Knightley, 
Geoffrey Rush
    ",https://www.imdb.com/name/nm0893659/?ref_=ttls_li_dr_0,Gore Verbinski,https://www.imdb.com/name/nm0000136/?ref_=ttls_li_st_0,Johnny Depp,https://www.imdb.com/name/nm0089217/?ref_=ttls_li_st_1,Orlando Bloom,https://www.imdb.com/name/nm0461136/?ref_=ttls_li_st_2,Keira Knightley,https://www.imdb.com/name/nm0001691/?ref_=ttls_li_st_3,Geoffrey Rush,,,"591,601",$309.42M,"
                        2h 49min
                    ","
        Director:
Gore Verbinski    ","
Cumulative Worldwide Gross: $960,996,492        "
The Mighty Ducks,https://www.imdb.com/title/tt0104868/?ref_=ttls_li_tt,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,https://www.imdb.com/title/tt0104868/?ref_=ttls_li_i,66.,(1992),PG,104 min,"
Comedy, Drama, Family            ",6.5,Rate,"
46        
        Metascore
        ","
    A self-centered Minnesota lawyer is sentenced to community service coaching a rag tag youth hockey team.","
    Director:
Stephen Herek
                 | 
    Stars:
Emilio Estevez, 
Joss Ackland, 
Lane Smith, 
Heidi Kling
    ",https://www.imdb.com/name/nm0378893/?ref_=ttls_li_dr_0,Stephen Herek,https://www.imdb.com/name/nm0000389/?ref_=ttls_li_st_0,Emilio Estevez,https://www.imdb.com/name/nm0000722/?ref_=ttls_li_st_1,Joss Ackland,https://www.imdb.com/name/nm0809031/?ref_=ttls_li_st_2,Lane Smith,https://www.imdb.com/name/nm0459706/?ref_=ttls_li_st_3,Heidi Kling,,,"58,224",$50.75M,"
                        1h 44min
                    ","
        Director:
Stephen Herek    ","
Cumulative Worldwide Gross: $50,752,337        "
Heavyweights,https://www.imdb.com/title/tt0110006/?ref_=ttls_li_tt,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,https://www.imdb.com/title/tt0110006/?ref_=ttls_li_i,67.,(1995),PG,100 min,"
Comedy, Drama, Family            ",6.7,Rate,"
42        
        Metascore
        ","
    Plump kids are lured into joining a posh fat camp with the promise of quick weight loss and good times, only to find that the facility is a woodland hellhole run by a psycho ex-fitness instructor.","
    Director:
Steven Brill
                 | 
    Stars:
Tom McGowan, 
Aaron Schwartz, 
Ben Stiller, 
David Goldman
    ",https://www.imdb.com/name/nm0109359/?ref_=ttls_li_dr_0,Steven Brill,https://www.imdb.com/name/nm0569711/?ref_=ttls_li_st_0,Tom McGowan,https://www.imdb.com/name/nm0777125/?ref_=ttls_li_st_1,Aaron Schwartz,https://www.imdb.com/name/nm0001774/?ref_=ttls_li_st_2,Ben Stiller,https://www.imdb.com/name/nm0325762/?ref_=ttls_li_st_3,David Goldman,,,"25,130",$17.69M,"
                        1h 40min
                    ","
        Director:
Steven Brill    ","
    Production Co:
 Caravan Pictures, Walt Disney Pictures      
        See more »
      
    "
The Princess Diaries 2,https://www.imdb.com/title/tt0368933/?ref_=ttls_li_tt,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,https://www.imdb.com/title/tt0368933/?ref_=ttls_li_i,68.,(2004),U,113 min,"
Comedy, Family, Romance            ",5.8,Rate,"
43        
        Metascore
        ","
    Now settled in Genovia, Princess Mia faces a new revelation: she is being primed for an arranged marriage to an English suitor.","
    Director:
Garry Marshall
                 | 
    Stars:
Anne Hathaway, 
Callum Blue, 
Julie Andrews, 
Hector Elizondo
    ",https://www.imdb.com/name/nm0005190/?ref_=ttls_li_dr_0,Garry Marshall,https://www.imdb.com/name/nm0004266/?ref_=ttls_li_st_0,Anne Hathaway,https://www.imdb.com/name/nm0089485/?ref_=ttls_li_st_1,Callum Blue,https://www.imdb.com/name/nm0000267/?ref_=ttls_li_st_2,Julie Andrews,https://www.imdb.com/name/nm0001185/?ref_=ttls_li_st_3,Hector Elizondo,,,"73,582",$95.17M,"
                        1h 53min
                    ","
        Director:
Garry Marshall    ","
Cumulative Worldwide Gross: $134,734,481        "
Chicken Little,https://www.imdb.com/title/tt0371606/?ref_=ttls_li_tt,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,https://www.imdb.com/title/tt0371606/?ref_=ttls_li_i,69.,(2005),U,81 min,"
Animation, Adventure, Comedy            ",5.7,Rate,"
48        
        Metascore
        ","
    After ruining his reputation with the town, a courageous chicken must come to the rescue of his fellow citizens when aliens start an invasion.","
    Director:
Mark Dindal
                 | 
    Stars:
Zach Braff, 
Joan Cusack, 
Garry Marshall, 
Don Knotts
    ",https://www.imdb.com/name/nm0227540/?ref_=ttls_li_dr_0,Mark Dindal,https://www.imdb.com/name/nm0103785/?ref_=ttls_li_st_0,Zach Braff,https://www.imdb.com/name/nm0000349/?ref_=ttls_li_st_1,Joan Cusack,https://www.imdb.com/name/nm0005190/?ref_=ttls_li_st_2,Garry Marshall,https://www.imdb.com/name/nm0461455/?ref_=ttls_li_st_3,Don Knotts,,,"85,288",$135.39M,"
                        1h 21min
                    ","
        Director:
Mark Dindal    ","
    Production Co:
 Walt Disney Pictures, Walt Disney Animation Studios      
        See more »
      
    "
Freaky Friday,https://www.imdb.com/title/tt0322330/?ref_=ttls_li_tt,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,https://www.imdb.com/title/tt0322330/?ref_=ttls_li_i,70.,(2003),PG,97 min,"
Comedy, Family, Fantasy            ",6.2,Rate,"
70        
        Metascore
        ","
    An overworked mother and her daughter do not get along. When they switch bodies, each is forced to adapt to the other's life for one freaky Friday.","
    Director:
Mark Waters
                 | 
    Stars:
Jamie Lee Curtis, 
Lindsay Lohan, 
Mark Harmon, 
Harold Gould
    ",https://www.imdb.com/name/nm0914132/?ref_=ttls_li_dr_0,Mark Waters,https://www.imdb.com/name/nm0000130/?ref_=ttls_li_st_0,Jamie Lee Curtis,https://www.imdb.com/name/nm0517820/?ref_=ttls_li_st_1,Lindsay Lohan,https://www.imdb.com/name/nm0001319/?ref_=ttls_li_st_2,Mark Harmon,https://www.imdb.com/name/nm0332390/?ref_=ttls_li_st_3,Harold Gould,,,"124,349",$110.23M,"
                        1h 37min
                    ","
        Director:
Mark Waters    ","
Cumulative Worldwide Gross: $160,846,332        "
Pinocchio,https://www.imdb.com/title/tt0032910/?ref_=ttls_li_tt,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,https://www.imdb.com/title/tt0032910/?ref_=ttls_li_i,71.,(1940),U,88 min,"
Animation, Comedy, Family            ",7.4,Rate,"
99        
        Metascore
        ","
    A living puppet, with the help of a cricket as his conscience, must prove himself worthy to become a real boy.","
    Directors:
Norman Ferguson, 
T. Hee, 
Wilfred Jackson, 
Jack Kinney, 
Hamilton Luske, 
Bill Roberts, 
Ben Sharpsteen
                 | 
    Stars:
Dickie Jones, 
Christian Rub, 
Mel Blanc, 
Don Brodie
    ",https://www.imdb.com/name/nm0272568/?ref_=ttls_li_dr_0,Norman Ferguson,https://www.imdb.com/name/nm0373429/?ref_=ttls_li_dr_1,T. Hee,https://www.imdb.com/name/nm0414144/?ref_=ttls_li_dr_2,Wilfred Jackson,https://www.imdb.com/name/nm0455741/?ref_=ttls_li_dr_3,Jack Kinney,https://www.imdb.com/name/nm0527217/?ref_=ttls_li_dr_4,Hamilton Luske,https://www.imdb.com/name/nm0730860/?ref_=ttls_li_dr_5,Bill Roberts,"130,065",$84.25M,"
                        1h 28min
                    ","
        Directors:
Norman Ferguson, T. Hee            |
5 more credits »
    ","
Cumulative Worldwide Gross: $121,892,045        "
Pollyanna,https://www.imdb.com/title/tt0054195/?ref_=ttls_li_tt,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,https://www.imdb.com/title/tt0054195/?ref_=ttls_li_i,72.,(1960),U,134 min,"
Comedy, Drama, Family            ",7.4,Rate,,"
    A young girl comes to an embittered town and confronts its attitude with her determination to see the best in life.","
    Director:
David Swift
                 | 
    Stars:
Jane Wyman, 
Hayley Mills, 
Richard Egan, 
Karl Malden
    ",https://www.imdb.com/name/nm0842582/?ref_=ttls_li_dr_0,David Swift,https://www.imdb.com/name/nm0943837/?ref_=ttls_li_st_0,Jane Wyman,https://www.imdb.com/name/nm0001539/?ref_=ttls_li_st_1,Hayley Mills,https://www.imdb.com/name/nm0250724/?ref_=ttls_li_st_2,Richard Egan,https://www.imdb.com/name/nm0001500/?ref_=ttls_li_st_3,Karl Malden,,,"9,097",,"
                        2h 14min
                    ","
        Director:
David Swift    ","
    Sound Mix:
        Mono
(RCA Sound Recording)    "
Spirited Away,https://www.imdb.com/title/tt0245429/?ref_=ttls_li_tt,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,https://www.imdb.com/title/tt0245429/?ref_=ttls_li_i,73.,(2001),PG,125 min,"
Animation, Adventure, Family            ",8.6,Rate,"
96        
        Metascore
        ","
    During her family's move to the suburbs, a sullen 10-year-old girl wanders into a world ruled by gods, witches, and spirits, and where humans are changed into beasts.","
    Director:
Hayao Miyazaki
                 | 
    Stars:
Daveigh Chase, 
Suzanne Pleshette, 
Miyu Irino, 
Rumi Hiiragi
    ",https://www.imdb.com/name/nm0594503/?ref_=ttls_li_dr_0,Hayao Miyazaki,https://www.imdb.com/name/nm0153738/?ref_=ttls_li_st_0,Daveigh Chase,https://www.imdb.com/name/nm0687189/?ref_=ttls_li_st_1,Suzanne Pleshette,https://www.imdb.com/name/nm0997115/?ref_=ttls_li_st_2,Miyu Irino,https://www.imdb.com/name/nm0383708/?ref_=ttls_li_st_3,Rumi Hiiragi,,,"642,113",$10.06M,"
                        2h 5min
                    ","
        Director:
Hayao Miyazaki    ","
    Production Co:
 Tokuma Shoten, Studio Ghibli, Nippon Television Network (NTV)      
        See more »
      
    "
Fantasia 2000,https://www.imdb.com/title/tt0120910/?ref_=ttls_li_tt,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,https://www.imdb.com/title/tt0120910/?ref_=ttls_li_i,74.,(1999),U,75 min,"
Animation, Comedy, Family            ",7.2,Rate,"
59        
        Metascore
        ","
    An update of the original film with new interpretations of great works of classical music.","
    Directors:
James Algar, 
Gaëtan Brizzi, 
Paul Brizzi, 
Hendel Butoy, 
Francis Glebas, 
Eric Goldberg, 
Don Hahn, 
Pixote Hunt
                 | 
    Stars:
James Levine, 
Steve Martin, 
Itzhak Perlman, 
Quincy Jones
    ",https://www.imdb.com/name/nm0019282/?ref_=ttls_li_dr_0,James Algar,https://www.imdb.com/name/nm0110293/?ref_=ttls_li_dr_1,Gaëtan Brizzi,https://www.imdb.com/name/nm0110294/?ref_=ttls_li_dr_2,Paul Brizzi,https://www.imdb.com/name/nm0125186/?ref_=ttls_li_dr_3,Hendel Butoy,https://www.imdb.com/name/nm0322368/?ref_=ttls_li_dr_4,Francis Glebas,https://www.imdb.com/name/nm0325196/?ref_=ttls_li_dr_5,Eric Goldberg,"34,881",$60.66M,"
                        1h 15min
                    ","
        Directors:
James Algar, Gaëtan Brizzi            |
6 more credits »
    ","
Cumulative Worldwide Gross: $90,874,570        "
WALL·E,https://www.imdb.com/title/tt0910970/?ref_=ttls_li_tt,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,https://www.imdb.com/title/tt0910970/?ref_=ttls_li_i,75.,(2008),U,98 min,"
Animation, Adventure, Family            ",8.4,Rate,"
95        
        Metascore
        ","
    In the distant future, a small waste-collecting robot inadvertently embarks on a space journey that will ultimately decide the fate of mankind.","
    Director:
Andrew Stanton
                 | 
    Stars:
Ben Burtt, 
Elissa Knight, 
Jeff Garlin, 
Fred Willard
    ",https://www.imdb.com/name/nm0004056/?ref_=ttls_li_dr_0,Andrew Stanton,https://www.imdb.com/name/nm0123785/?ref_=ttls_li_st_0,Ben Burtt,https://www.imdb.com/name/nm2264184/?ref_=ttls_li_st_1,Elissa Knight,https://www.imdb.com/name/nm0307531/?ref_=ttls_li_st_2,Jeff Garlin,https://www.imdb.com/name/nm0929609/?ref_=ttls_li_st_3,Fred Willard,,,"989,910",$223.81M,"
                        1h 38min
                    ","
        Director:
Andrew Stanton    ","
Cumulative Worldwide Gross: $521,311,860        "
National Treasure,https://www.imdb.com/title/tt0368891/?ref_=ttls_li_tt,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,https://www.imdb.com/title/tt0368891/?ref_=ttls_li_i,76.,(2004),PG,131 min,"
Action, Adventure, Mystery            ",6.9,Rate,"
39        
        Metascore
        ","
    A historian races to find the legendary Templar Treasure before a team of mercenaries.","
    Director:
Jon Turteltaub
                 | 
    Stars:
Nicolas Cage, 
Diane Kruger, 
Justin Bartha, 
Sean Bean
    ",https://www.imdb.com/name/nm0005509/?ref_=ttls_li_dr_0,Jon Turteltaub,https://www.imdb.com/name/nm0000115/?ref_=ttls_li_st_0,Nicolas Cage,https://www.imdb.com/name/nm1208167/?ref_=ttls_li_st_1,Diane Kruger,https://www.imdb.com/name/nm0058581/?ref_=ttls_li_st_2,Justin Bartha,https://www.imdb.com/name/nm0000293/?ref_=ttls_li_st_3,Sean Bean,,,"302,348",$173.01M,"
                        2h 11min
                    ","
        Director:
Jon Turteltaub    ","
Cumulative Worldwide Gross: $347,512,318        "
Sky High,https://www.imdb.com/title/tt0405325/?ref_=ttls_li_tt,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,https://www.imdb.com/title/tt0405325/?ref_=ttls_li_i,77.,(2005),PG,100 min,"
Adventure, Comedy, Family            ",6.2,Rate,"
62        
        Metascore
        ","
    Set in an era where superheroes are commonly known and accepted, young William Stronghold, the son of the Commander and Jetstream, tries to find a balance between being a normal teenager and an extraordinary being.","
    Director:
Mike Mitchell
                 | 
    Stars:
Kurt Russell, 
Kelly Preston, 
Michael Angarano, 
Danielle Panabaker
    ",https://www.imdb.com/name/nm0593610/?ref_=ttls_li_dr_0,Mike Mitchell,https://www.imdb.com/name/nm0000621/?ref_=ttls_li_st_0,Kurt Russell,https://www.imdb.com/name/nm0000593/?ref_=ttls_li_st_1,Kelly Preston,https://www.imdb.com/name/nm0029400/?ref_=ttls_li_st_2,Michael Angarano,https://www.imdb.com/name/nm1263939/?ref_=ttls_li_st_3,Danielle Panabaker,,,"78,491",$63.95M,"
                        1h 40min
                    ","
        Director:
Mike Mitchell    ","
Cumulative Worldwide Gross: $86,369,815        "
Pirates of the Caribbean: Dead Man's Chest,https://www.imdb.com/title/tt0383574/?ref_=ttls_li_tt,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,https://www.imdb.com/title/tt0383574/?ref_=ttls_li_i,78.,(2006),12A,151 min,"
Action, Adventure, Fantasy            ",7.3,Rate,"
53        
        Metascore
        ","
    Jack Sparrow races to recover the heart of Davy Jones to avoid enslaving his soul to Jones' service, as other friends and foes seek the heart for their own agenda as well.","
    Director:
Gore Verbinski
                 | 
    Stars:
Johnny Depp, 
Orlando Bloom, 
Keira Knightley, 
Jack Davenport
    ",https://www.imdb.com/name/nm0893659/?ref_=ttls_li_dr_0,Gore Verbinski,https://www.imdb.com/name/nm0000136/?ref_=ttls_li_st_0,Johnny Depp,https://www.imdb.com/name/nm0089217/?ref_=ttls_li_st_1,Orlando Bloom,https://www.imdb.com/name/nm0461136/?ref_=ttls_li_st_2,Keira Knightley,https://www.imdb.com/name/nm0202603/?ref_=ttls_li_st_3,Jack Davenport,,,"651,113",$423.32M,"
                        2h 31min
                    ","
        Director:
Gore Verbinski    ","
Cumulative Worldwide Gross: $1,066,179,747        "
Jungle 2 Jungle,https://www.imdb.com/title/tt0119432/?ref_=ttls_li_tt,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,https://www.imdb.com/title/tt0119432/?ref_=ttls_li_i,79.,(1997),PG,105 min,"
Comedy, Family            ",5.2,Rate,"
42        
        Metascore
        ","
    A man learns he has a thirteen-year-old son who was raised in the jungle and brings the boy to New York City, turning his life upside down in the process.","
    Director:
John Pasquin
                 | 
    Stars:
Tim Allen, 
Martin Short, 
JoBeth Williams, 
Lolita Davidovich
    ",https://www.imdb.com/name/nm0664756/?ref_=ttls_li_dr_0,John Pasquin,https://www.imdb.com/name/nm0000741/?ref_=ttls_li_st_0,Tim Allen,https://www.imdb.com/name/nm0001737/?ref_=ttls_li_st_1,Martin Short,https://www.imdb.com/name/nm0001851/?ref_=ttls_li_st_2,JoBeth Williams,https://www.imdb.com/name/nm0000357/?ref_=ttls_li_st_3,Lolita Davidovich,,,"22,674",$59.93M,"
                        1h 45min
                    ","
        Director:
John Pasquin    ","
Cumulative Worldwide Gross: $59,927,618        "
